claim_number;age_of_driver;gender;marital_status;safty_rating;annual_income;high_education_ind;address_change_ind;living_status;zip_code;claim_date;claim_day_of_week;accident_site;past_num_of_claims;witness_present_ind;liab_prct;channel;policy_report_filed_ind;claim_est_payout;age_of_vehicle;vehicle_category;vehicle_price;vehicle_color;vehicle_weight;fraud
975;50;F;0.0;73;39108;0;1;Rent;50012;4/20/2015;Monday;Parking Lot;0;0.0;39;Broker;1;3.431.048.579;4.0;Large;31.065.513.389.999.900;white;2.871.612.362;0
976;37;M;1.0;45;36102;1;1;Own;15007;04/05/2016;Tuesday;Local;0;0.0;72;Online;0;3.389.872.722;6.0;Medium;3.397.004.383;other;19.305.291.240.000.000;0
977;24;M;1.0;92;31774;1;1;Rent;15017;11/27/2015;Friday;Highway;3;0.0;2;Online;1;4.300.581.451;9.0;Medium;2.560.169.976;white;2.014.281.114;0
979;37;F;1.0;58;36103;1;0;Rent;85062;10/14/2015;Wednesday;Local;0;1.0;16;Broker;1;180.079.328;6.0;Medium;3.992.130.987;white;1.879.763.967;0
980;42;M;1.0;62;37380;1;1;Own;15007;1/13/2015;Tuesday;Highway;0;1.0;97;Phone;1;8.245.684.963;4.0;Large;17.242.625.219.999.900;silver;6.124.306.885;0
981;76;F;1.0;88;43301;0;1;Own;15017;01/07/2015;Wednesday;Local;0;0.0;92;Broker;1;2.345.513.658;3.0;Large;1.168.803.122;other;72.256.703.019.999.900;1
983;36;F;1.0;71;35854;1;0;Own;80011;11/10/2015;Tuesday;Highway;0;0.0;32;Broker;1;3.413.561.061;3.0;Compact;3.060.258.712;other;1.711.956.066;1
984;55;F;1.0;75;40076;1;1;Rent;15050;9/17/2016;Saturday;Parking Lot;0;0.0;81;Broker;1;4.574.113.285;7.0;Medium;3.523.560.792;other;2.141.153.197;0
986;39;F;1.0;66;36640;1;1;Rent;20163;9/21/2015;Monday;Local;0;1.0;31;Broker;1;8.459.589.719;4.0;Medium;19.459.000.780.000.000;other;3.939.890.832;0
988;31;M;1.0;78;34348;0;1;Own;80003;01/02/2015;Friday;Parking Lot;0;0.0;65;Phone;1;2.576.161.657;5.0;Medium;70.152.760.069.999.900;black;1.273.118.254;0
990;28;M;1.0;82;33319;1;1;Rent;50008;11/16/2015;Monday;Highway;0;1.0;1;Phone;1;2.487.741.074;4.0;Compact;1.299.328.907;gray;10.016.679;0
991;44;M;1.0;80;37836;0;1;Own;85014;05/08/2015;Friday;Parking Lot;0;0.0;77;Broker;1;38.765.974.939.999.900;3.0;Large;11.408.019.909.999.900;white;35.912.088.189.999.900;0
994;36;M;0.0;79;35842;0;1;Own;85009;04/01/2016;Friday;Parking Lot;1;0.0;41;Online;0;39.534.542.109.999.900;8.0;Medium;2.649.371.324;silver;14.372.638.030.000.000;1
995;46;F;1.0;91;38286;1;1;Own;85020;12/04/2015;Friday;Highway;0;0.0;64;Broker;1;5.690.837.543;6.0;Compact;7.643.669.195.999.990;blue;24.819.305.080.000.000;0
996;69;M;1.0;81;42336;1;0;Own;20140;08/08/2016;Monday;Parking Lot;0;0.0;21;Broker;1;3.109.269.449;4.0;Compact;8.001.391.915;white;2.229.801.237;0
997;22;M;0.0;92;30917;1;1;Rent;15030;9/23/2015;Wednesday;Parking Lot;1;0.0;77;Phone;0;12.885.859.970.000.000;5.0;Large;2.665.648.781;red;1.605.865.918;0
998;48;M;0.0;79;38714;0;1;Rent;80038;3/16/2015;Monday;Parking Lot;0;1.0;50;Broker;0;4.459.379.518;4.0;Compact;38.742.340.469.999.900;red;1.504.395.119;0
1000;33;M;1.0;92;34975;1;0;Own;80041;5/15/2016;Sunday;Parking Lot;5;0.0;19;Broker;1;2.253.627.487;10.0;Large;349.221.272;blue;2.474.528.125;0
1001;43;M;0.0;84;37605;0;0;Own;20103;3/15/2015;Sunday;Local;0;1.0;49;Broker;1;5.346.812.704.999.990;6.0;Medium;3.088.877.228;blue;20.977.572;1
1003;42;M;1.0;88;37385;0;1;Own;85065;7/27/2015;Monday;Parking Lot;0;0.0;100;Phone;0;39.431.322.920.000.000;5.0;Large;230.198.372;red;18.745.258.680.000.000;0
1004;30;F;1.0;75;34020;1;1;Own;85016;2/20/2016;Saturday;Local;0;0.0;99;Broker;1;1.954.293.688;4.0;Compact;18.067.524.019.999.900;silver;13.940.052.169.999.900;0
1007;34;F;0.0;90;35245;0;1;Rent;85012;4/27/2015;Monday;Local;2;0.0;63;Broker;1;6.444.952.343;6.0;Large;2.324.652.545;gray;1.094.318.677;0
1008;42;M;1.0;77;37390;1;1;Own;80014;06/09/2016;Thursday;Local;0;0.0;20;Broker;1;2.233.045.683;5.0;Compact;4.754.565.495;black;28.735.920.319.999.900;0
1010;32;M;1.0;72;34654;0;1;Rent;20102;5/28/2015;Thursday;Highway;0;0.0;1;Broker;0;5.683.659.592;6.0;Medium;2.913.814.045;gray;13.781.495.359.999.900;1
1011;31;M;1.0;41;34324;1;0;Rent;80021;3/17/2015;Tuesday;Highway;5;0.0;16;Broker;1;2.058.208.277;2.0;Large;34.324.179.019.999.900;blue;2.605.014.344;0
1012;52;F;1.0;70;39496;1;1;Own;50039;7/29/2015;Wednesday;Parking Lot;0;0.0;69;Broker;1;6.386.190.388;9.0;Compact;248.088.434;red;1.238.217.756;0
1015;26;M;1.0;86;32594;1;1;Rent;85023;07/07/2016;Thursday;Parking Lot;1;0.0;50;Online;1;8.892.682.934.999.990;6.0;Medium;6.737.202.063;other;468.158.312;0
1017;32;F;1.0;79;34650;1;0;Own;85067;12/18/2015;Friday;Highway;0;0.0;54;Broker;1;5.729.568.852;3.0;Compact;3.221.881.806;other;2.357.576.084;1
1018;48;M;0.0;68;38720;1;1;Own;20105;5/25/2015;Monday;Local;0;0.0;89;Phone;1;41.424.173.710.000.000;8.0;Compact;3.435.703.622;gray;10.816.492.209.999.900;1
1019;45;F;1.0;83;38076;1;0;Own;15012;12/21/2015;Monday;Highway;0;0.0;66;Broker;1;1.672.271.724;3.0;Large;3.357.259.176;other;3.665.417.428;0
1020;41;F;0.0;75;37126;0;1;Own;80044;9/27/2016;Tuesday;Parking Lot;0;0.0;1;Broker;1;4.379.188.611;2.0;Large;2.616.520.754;silver;125.141.199;1
1021;48;M;1.0;94;38721;1;0;Rent;50012;11/03/2015;Tuesday;Local;0;0.0;24;Broker;0;5.037.454.872;3.0;Large;150.857.011;red;1.714.884.995;0
1022;48;M;1.0;85;38703;0;1;Rent;85007;10/29/2015;Thursday;Local;0;0.0;42;Phone;1;6.874.176.181;3.0;Compact;2.162.911.855;other;277.755.708;0
1023;29;M;1.0;90;33678;1;0;Rent;80024;07/06/2016;Wednesday;Parking Lot;0;0.0;61;Online;0;6.502.095.616;7.0;Large;29.655.665.380.000.000;other;33.822.937.710.000.000;0
1027;32;M;1.0;74;34647;0;1;Rent;80027;1/13/2015;Tuesday;Parking Lot;0;0.0;15;Broker;0;5.499.559.957;3.0;Compact;1.309.403.185;blue;2.462.073.549;0
1028;49;M;0.0;66;38924;1;1;Own;85077;06/09/2016;Thursday;Parking Lot;2;1.0;7;Broker;1;8.310.086.405;6.0;Compact;2.987.971.377;gray;271.319.084;1
1029;30;F;0.0;47;34020;1;0;Rent;85026;12/14/2015;Monday;Local;0;0.0;19;Broker;0;6.375.708.431;3.0;Medium;6.490.175.799;other;2.090.119.198;0
1030;50;M;1.0;77;39120;0;0;Own;85013;10/04/2016;Tuesday;Parking Lot;0;0.0;71;Broker;0;9.145.585.733;1.0;Medium;165.161.194;white;5.110.627.875;0
1031;34;M;1.0;94;35253;1;0;Rent;50021;12/29/2016;Thursday;Local;0;0.0;50;Broker;1;6.896.622.445.999.990;1.0;Medium;263.421.986;blue;36.630.768.260.000.000;0
1034;42;F;1.0;86;37383;1;0;Rent;50054;12/12/2016;Monday;Local;1;0.0;42;Broker;1;56.287.959.710.000.000;6.0;Compact;1.192.399.177;black;9.576.897.568;1
1035;50;M;0.0;61;39137;0;1;Own;15012;10/10/2016;Monday;Local;0;0.0;49;Online;0;26.664.836.149.999.900;7.0;Large;2.051.350.183;black;1.929.835.715;0
1036;38;M;0.0;73;36371;0;1;Rent;15012;7/14/2016;Thursday;Highway;0;1.0;87;Online;0;3.805.342.267;3.0;Compact;2.690.615.301;other;214.673.767;0
1039;46;M;1.0;70;38287;0;0;Own;80047;9/17/2016;Saturday;Local;0;0.0;84;Online;1;4.168.770.872;6.0;Compact;15.485.303.890.000.000;black;1.939.673.436;0
1041;45;F;1.0;67;38084;1;0;Own;50002;10/30/2015;Friday;Parking Lot;0;0.0;97;Broker;1;562.746.417;7.0;Large;36.681.427.039.999.900;white;14.180.021.330.000.000;0
1042;35;M;1.0;73;35547;1;0;Own;85083;11/12/2016;Saturday;Local;0;0.0;53;Phone;1;5.839.641.073;3.0;Large;8.441.612.970.999.990;red;18.394.251.180.000.000;0
1047;31;F;1.0;57;34330;1;1;Rent;85073;6/14/2015;Sunday;Local;0;0.0;44;Phone;1;3.811.087.487;3.0;Compact;244.207.916;blue;2.948.023.828;0
1048;31;M;0.0;54;34334;0;1;Rent;50021;11/09/2016;Wednesday;Parking Lot;0;0.0;99;Broker;1;437.706.677;4.0;Medium;3.969.017.106;silver;3.687.125.589;0
1049;25;F;1.0;63;32198;1;0;Rent;50037;08/10/2016;Wednesday;Parking Lot;0;0.0;3;Phone;1;5.008.710.647.999.990;3.0;Medium;14.384.635.419.999.900;silver;1.344.296.322;0
1052;61;F;1.0;63;41096;0;1;Own;20102;10/06/2016;Thursday;Highway;0;0.0;10;Phone;1;10.303.297.910.000.000;2.0;Compact;1.000.981.448;black;1.860.751.792;0
1053;52;M;0.0;77;39518;1;1;Rent;85001;09/09/2015;Wednesday;Highway;0;1.0;56;Broker;1;35.253.372.689.999.900;5.0;Compact;10.051.542.379.999.900;red;15.224.044.609.999.900;0
1055;38;F;1.0;68;36379;1;1;Own;85007;5/26/2015;Tuesday;Local;1;0.0;31;Online;1;4.508.980.957;5.0;Large;1.447.851.109;white;3.007.523.322;1
1057;88;M;1.0;59;44773;0;1;Rent;0;07/10/2016;Sunday;Highway;0;0.0;23;Broker;0;54.442.815.009.999.900;5.0;Large;1.997.805.576;black;11.283.398.879.999.900;0
1058;63;F;1.0;61;41455;0;1;Own;20101;01/07/2015;Wednesday;Local;1;1.0;4;Broker;1;2.424.271.624;4.0;Compact;3.285.615.681;gray;2.917.454.455;0
1059;30;M;1.0;87;34004;1;0;Own;85018;9/18/2015;Friday;Parking Lot;0;0.0;17;Phone;1;27.536.263.670.000.000;6.0;Medium;8.228.290.199;silver;4.426.532.375;0
1060;36;M;1.0;67;35843;1;1;Own;20118;6/18/2015;Thursday;Local;0;0.0;41;Phone;0;3.841.021.836;3.0;Compact;20.687.153.130.000.000;black;53.795.900.429.999.900;0
1061;51;F;1.0;66;39334;0;1;Own;80033;06/12/2015;Friday;Local;0;0.0;17;Broker;1;3.950.265.136;6.0;Compact;21.073.618.130.000.000;other;3.462.775.463;0
1062;41;M;1.0;78;37158;0;0;Rent;85013;10/03/2016;Monday;Parking Lot;0;0.0;100;Broker;0;2.837.148.684;7.0;Medium;3.174.757.138;silver;7.997.868.153;0
1063;19;M;1.0;80;29441;0;1;Rent;85024;12/17/2016;Saturday;Local;1;1.0;31;Online;1;7.255.337.702;7.0;Large;21.698.172.169.999.900;blue;40.270.560.139.999.900;0
1065;28;F;1.0;86;33318;1;0;Own;15004;1/22/2015;Thursday;Local;2;1.0;81;Online;1;1.031.911.823;7.0;Compact;1.514.034.124;black;4.733.960.552;0
1069;50;M;1.0;83;39134;1;1;Own;85076;3/23/2016;Wednesday;Parking Lot;0;0.0;37;Broker;0;37.921.446.880.000.000;2.0;Compact;9.216.305.343;blue;7.727.625.126.000.000;0
1073;23;F;1.0;51;31390;1;0;Own;85064;12/05/2016;Monday;Local;0;1.0;47;Online;1;3.910.043.486;5.0;Compact;1.121.155.708;black;1.054.772.345;0
1074;30;M;1.0;77;34023;1;1;Rent;50033;1/18/2016;Monday;Highway;0;0.0;1;Phone;1;3.827.518.937;7.0;Compact;2.657.261.061;red;2.338.018.236;0
1076;44;F;0.0;72;37829;0;1;Own;85015;6/13/2015;Saturday;Parking Lot;0;0.0;50;Broker;0;104.551.638;3.0;Large;101.335.933;red;1.118.841.528;0
1077;44;F;1.0;63;37844;1;0;Own;50025;11/23/2015;Monday;Local;2;0.0;40;Broker;0;5.472.292.198;4.0;Medium;2.942.954.675;other;2.555.284.718;0
1078;53;F;1.0;58;39715;1;0;Own;80002;2/20/2016;Saturday;Parking Lot;1;1.0;49;Broker;1;4.615.515.275;8.0;Large;860.373.093;gray;978.201.738;0
1079;55;M;1.0;74;40061;1;0;Rent;80047;10/20/2015;Tuesday;Local;1;0.0;39;Phone;1;804.297.037;13.0;Medium;1.550.318.869;black;3.248.370.799;0
1080;41;M;1.0;76;37107;1;1;Own;85079;7/17/2015;Friday;Local;0;1.0;32;Broker;0;4.704.313.513;3.0;Medium;14.346.832.669.999.900;red;24.710.673.609.999.900;0
1085;55;M;0.0;60;40079;1;0;Own;80011;5/27/2016;Friday;Local;0;1.0;20;Broker;1;1.241.822.943;6.0;Medium;1.952.947.121;black;55.783.927.070.000.000;0
1087;27;M;1.0;29;32968;0;0;Rent;80038;2/15/2015;Sunday;Local;1;0.0;26;Phone;1;45.210.690.460.000.000;3.0;Medium;26.882.076.439.999.900;black;215.541.703;0
1088;56;F;0.0;96;40268;1;1;Own;85027;08/08/2016;Monday;Local;2;1.0;65;Phone;1;6.592.710.556;3.0;Medium;11.177.914.859.999.900;other;3.259.554.155;1
1089;36;F;1.0;84;35841;1;1;Own;80106;12/08/2015;Tuesday;Highway;0;1.0;1;Broker;1;4.716.736.981;5.0;Large;1.345.983.983;blue;147.200.568;0
1090;24;F;1.0;78;31787;0;0;Rent;50011;6/28/2015;Sunday;Parking Lot;0;0.0;77;Online;0;5.284.496.654;6.0;Compact;196.456.226;blue;1.266.202.792;0
1092;30;M;0.0;75;34018;1;1;Own;80014;3/14/2015;Saturday;Local;0;0.0;84;Broker;1;2.604.491.735;10.0;Medium;17.591.502;silver;6.554.817.938;0
1093;44;F;1.0;91;37835;1;1;Own;15049;06/11/2016;Saturday;Parking Lot;0;0.0;0;Broker;0;40.281.781.549.999.900;6.0;Medium;1.317.254.115;blue;1.577.775.426;0
1095;29;F;1.0;85;33685;0;0;Own;85014;07/01/2015;Wednesday;Local;0;1.0;4;Online;1;3.257.147.474;7.0;Large;9.704.070.756.000.000;black;33.931.448.469.999.900;0
1096;100;F;1.0;83;46066;1;1;Own;85007;1/22/2016;Friday;Local;0;1.0;34;Phone;1;4.112.137.481.000.000;5.0;Medium;2.097.291.258;white;161.418.914;0
1099;71;F;1.0;79;42635;1;1;Rent;80019;5/30/2016;Monday;Local;1;1.0;28;Phone;1;5.957.851.963;10.0;Large;2.255.259.794;gray;15.694.256.440.000.000;0
1100;29;M;1.0;71;33664;1;0;Own;50056;4/22/2015;Wednesday;Parking Lot;1;0.0;1;Phone;1;6.750.221.608;8.0;Large;314.466.312;silver;27.728.210.989.999.900;0
1101;30;F;0.0;75;34002;1;0;Own;80002;08/11/2015;Tuesday;Highway;1;0.0;68;Broker;0;5.245.813.985;4.0;Compact;4.091.848.225;blue;1.786.042.406;0
1102;39;F;1.0;82;36623;1;1;Rent;50010;07/12/2015;Sunday;Highway;0;1.0;67;Phone;1;7.501.199.318.000.000;4.0;Medium;3.385.843.711;silver;3.068.001.903;0
1104;36;F;0.0;79;35838;1;1;Own;20119;2/13/2015;Friday;Highway;0;1.0;50;Broker;0;4.149.712.475;5.0;Compact;44.156.424.589.999.900;other;2.049.169.374;0
1105;40;F;1.0;80;36893;1;0;Rent;50042;3/27/2015;Friday;Parking Lot;0;0.0;88;Broker;1;332.091.703;3.0;Compact;26.698.182;blue;1.363.763.992;0
1106;58;M;0.0;84;40596;1;1;Own;15060;09/07/2016;Wednesday;Parking Lot;4;0.0;2;Broker;1;5.392.341.433;5.0;Compact;1.490.945.286;red;55.030.164.379.999.900;0
1107;47;M;1.0;60;38511;1;1;Rent;20101;7/23/2016;Saturday;Parking Lot;0;0.0;95;Broker;0;5.600.957.211;9.0;Compact;16.197.813.080.000.000;silver;2.653.932.679;0
1108;51;M;1.0;70;39297;0;1;Rent;50032;09/06/2016;Tuesday;Local;0;1.0;96;Phone;1;5.109.360.054;2.0;Medium;3.215.903.245;red;15.648.585.819.999.900;0
1109;48;M;1.0;82;38713;0;0;Rent;50037;4/18/2015;Saturday;Local;0;0.0;97;Broker;0;4.657.881.078;7.0;Compact;3.278.992.679;white;6.120.741.733;0
1112;46;M;1.0;62;38271;0;0;Rent;20159;3/24/2015;Tuesday;Local;2;0.0;25;Broker;1;3.058.910.985;6.0;Compact;1.242.817.742;silver;20.407.874;1
1113;37;M;1.0;79;36104;1;1;Own;15059;12/18/2016;Sunday;Local;0;0.0;78;Broker;1;59.018.184;6.0;Large;36.563.924.810.000.000;white;412.873.173;1
1114;64;F;0.0;57;41575;0;1;Own;85064;7/17/2015;Friday;Local;0;0.0;21;Broker;1;4.554.759.257;5.0;Medium;27.028.402.410.000.000;silver;9.814.190.642;0
1115;69;M;1.0;73;42345;1;0;Own;80031;1/18/2016;Monday;Highway;0;0.0;4;Broker;0;5.160.853.387;3.0;Compact;4.179.188.213;white;2.168.962.725;0
1116;52;M;1.0;58;39510;1;0;Own;20163;5/18/2015;Monday;Parking Lot;0;0.0;86;Broker;1;20.364.543.370.000.000;5.0;Compact;2.039.394.068;red;29.611.815.089.999.900;0
1117;70;M;0.0;79;42467;1;1;Rent;20135;7/14/2015;Tuesday;Local;0;0.0;51;Broker;1;4.166.487.902.000.000;0.0;Large;1.110.664.286;gray;2.083.739.166;0
1118;49;M;1.0;59;38919;1;1;Rent;15035;4/18/2015;Saturday;Parking Lot;0;0.0;5;Broker;1;20.210.419.980.000.000;6.0;Medium;32.047.010.260.000.000;blue;234.316.063;0
1119;42;F;1.0;96;37373;1;0;Own;20140;10/19/2015;Monday;Local;0;0.0;46;Phone;1;6.243.454.129;4.0;Medium;26.255.582.430.000.000;gray;6.793.806.847;0
1120;45;F;0.0;92;38043;1;1;Own;50032;5/17/2015;Sunday;Highway;0;0.0;99;Broker;0;2.474.518.949;9.0;Compact;2.609.234.425;red;533.862.824;0
1121;29;F;1.0;84;33680;0;1;Rent;15017;12/28/2015;Monday;Parking Lot;1;0.0;87;Phone;0;4.789.964.282;7.0;Large;2.159.144.743;blue;9.262.558.804;1
1124;31;F;1.0;84;34348;0;0;Own;80030;5/16/2016;Monday;Local;2;1.0;36;Broker;1;5.488.409.774.000.000;4.0;Large;113.711.674;black;3.536.620.268;0
1127;38;F;0.0;67;36382;1;1;Rent;20120;11/17/2015;Tuesday;Parking Lot;0;0.0;57;Broker;0;7.715.050.914;1.0;Medium;1.525.475.775;white;2.909.402.693;0
1128;51;F;1.0;86;39313;1;1;Own;85011;11/12/2016;Saturday;Highway;0;0.0;74;Broker;0;30.045.134.199.999.900;3.0;Medium;217.618.285;white;230.722.853;0
1129;51;F;1.0;68;39316;0;0;Rent;15026;7/29/2015;Wednesday;Local;1;0.0;2;Broker;1;5.088.004.761;4.0;Large;977.783.498;red;7.256.834.659;0
1130;43;M;1.0;81;37600;1;1;Rent;15021;06/09/2016;Thursday;Local;0;1.0;42;Broker;1;7.734.007.990.000.000;10.0;Compact;195.808.394;black;4.551.661.227;0
1131;39;M;1.0;92;36640;1;0;Own;50040;8/16/2015;Sunday;Local;0;0.0;90;Phone;0;4.970.936.529;8.0;Compact;1.687.097.338;blue;1.908.629.137;0
1132;72;M;1.0;42;42761;1;0;Rent;50042;9/28/2015;Monday;Parking Lot;0;0.0;45;Phone;0;39.502.457.759.999.900;3.0;Medium;34.221.498.360.000.000;white;5.389.701.787;0
1133;63;M;0.0;54;41429;1;1;Own;20163;05/10/2015;Sunday;Local;0;1.0;50;Broker;1;8.006.104.259.999.990;3.0;Large;3.177.753.566;gray;1.645.391.579;0
1135;35;F;1.0;61;35551;0;1;Rent;50047;10/03/2015;Saturday;Local;1;0.0;66;Broker;1;37.167.599.909.999.900;4.0;Compact;3.621.458.398;black;29.731.700.689.999.900;1
1136;53;M;1.0;60;39692;0;1;Rent;20109;9/17/2016;Saturday;Local;2;0.0;1;Phone;0;4.437.509.352;3.0;Compact;17.587.744.169.999.900;blue;1.463.584.511;0
1138;40;M;1.0;77;36875;1;0;Rent;50001;03/09/2016;Wednesday;Highway;0;0.0;73;Broker;1;74.067.611.799.999.900;5.0;Large;29.045.950.080.000.000;black;1.930.640.909;0
1139;35;F;0.0;79;35549;1;1;Own;50021;9/22/2015;Tuesday;Highway;2;0.0;5;Broker;1;8.398.628.623.999.990;8.0;Compact;18.046.048.909.999.900;black;41.770.092.000.000.000;1
1142;37;F;1.0;88;36089;1;1;Rent;15021;8/18/2015;Tuesday;Local;0;0.0;50;Online;0;6.921.724.902;6.0;Large;4.068.289.269;blue;49.219.603.110.000.000;1
1146;43;F;1.0;52;37618;0;1;Own;15028;08/10/2015;Monday;Local;0;1.0;49;Broker;1;1.486.570.053;2.0;Medium;2.077.468.087;silver;25.559.929.340.000.000;1
1147;53;M;1.0;96;39724;0;1;Own;50028;10/24/2015;Saturday;Highway;2;0.0;0;Phone;0;7.817.664.683;6.0;Medium;196.020.972;black;40.844.849.010.000.000;0
1148;63;M;0.0;82;41424;0;1;Rent;50058;11/12/2015;Thursday;Parking Lot;0;0.0;80;Broker;0;4.759.721.661;3.0;Large;38.089.478.110.000.000;white;9.692.020.462.999.990;0
1150;41;F;1.0;50;37145;1;0;Own;20109;02/06/2016;Saturday;Local;0;0.0;45;Phone;0;4.935.088.049;6.0;Medium;7.712.253.689;blue;2.034.793.057;0
1152;55;F;1.0;69;40069;1;0;Own;80016;4/14/2016;Thursday;Parking Lot;1;0.0;16;Broker;1;56.287.848.030.000.000;1.0;Large;21.589.033.480.000.000;silver;1.956.321.147;0
1154;50;F;0.0;88;39108;1;1;Rent;20113;10/15/2015;Thursday;Highway;1;1.0;92;Broker;0;4.515.677.267;5.0;Large;2.249.691.692;other;7.550.047.104;0
1157;41;M;1.0;68;37134;0;1;Rent;50021;3/31/2015;Tuesday;Highway;0;1.0;57;Phone;0;5.737.170.623;8.0;Large;2.175.233.037;silver;2.334.270.185;0
1158;28;F;1.0;87;33326;1;1;Rent;50005;02/12/2015;Thursday;Local;0;0.0;100;Online;1;66.775.339.890.000.000;2.0;Compact;1.822.210.924;red;36.902.389.689.999.900;0
1159;38;F;0.0;44;36376;1;0;Own;20132;3/14/2016;Monday;Parking Lot;0;0.0;2;Broker;0;3.198.782.837;8.0;Large;9.517.592.951;gray;6.894.582.404.000.000;1
1161;54;M;1.0;77;39890;1;1;Rent;85063;7/13/2015;Monday;Local;0;0.0;33;Broker;1;4.446.251.939;9.0;Medium;3.019.941.705;red;4.518.635.656;0
1169;43;F;1.0;80;37630;1;1;Rent;15046;12/01/2015;Tuesday;Local;0;0.0;0;Phone;1;5.889.809.757;7.0;Compact;2.366.108.659;silver;1.334.226.796;0
1170;56;F;1.0;69;40254;1;1;Rent;80011;12/19/2016;Monday;Local;3;1.0;26;Phone;1;3.757.089.986;5.0;Medium;2.794.163.503;other;1.459.479.154;0
1172;60;M;1.0;76;40942;1;1;Own;80004;04/05/2016;Tuesday;Local;0;0.0;61;Broker;0;3.186.079.237;7.0;Medium;15.574.387.669.999.900;black;1.437.063.595;0
1175;28;F;0.0;82;33331;0;1;Own;80030;6/21/2015;Sunday;Highway;1;0.0;0;Phone;1;4.355.932.864;5.0;Compact;2.425.106.915;red;4.950.711.232;0
1177;38;M;1.0;71;36388;1;0;Own;80044;7/26/2015;Sunday;Local;0;0.0;50;Broker;0;3.555.307.468;3.0;Compact;2.474.111.566;other;1.249.704.627;0
1178;54;F;1.0;60;39916;0;0;Rent;20110;12/08/2015;Tuesday;Highway;0;0.0;71;Broker;1;38.258.025.880.000.000;7.0;Compact;8.725.206.448;silver;9.448.346.103;0
1180;26;M;0.0;76;32575;1;1;Rent;80025;05/01/2016;Sunday;Parking Lot;0;0.0;28;Online;1;4.620.738.658;12.0;Large;14.668.630.969.999.900;red;2.433.425.316;1
1181;37;M;1.0;69;36114;1;1;Own;85009;04/08/2016;Friday;Local;0;1.0;100;Broker;1;7.966.968.145.999.990;3.0;Large;20833.83;black;14.756.421.019.999.900;0
1182;38;M;1.0;47;36372;1;0;Rent;15059;7/23/2015;Thursday;Highway;1;0.0;2;Phone;1;5.712.114.911;6.0;Medium;9.479.793.598.999.990;black;1.100.019.311;0
1185;48;F;0.0;79;38698;1;1;Own;85011;06/02/2016;Thursday;Highway;0;0.0;0;Broker;1;18.446.908.850.000.000;7.0;Compact;3.930.385.935;gray;1.957.529.179;0
1186;39;M;1.0;43;36635;1;0;Own;15034;10/29/2015;Thursday;Highway;0;0.0;61;Phone;0;69.699.587.790.000.000;6.0;Medium;1.165.376.397;white;4.774.008.177;0
1187;27;M;0.0;80;32964;1;1;Rent;20165;5/13/2016;Friday;Parking Lot;0;0.0;50;Online;0;5.544.882.824;3.0;Compact;200.011.868;blue;237.982.189;0
1188;66;M;1.0;59;41910;1;1;Rent;20153;05/02/2015;Saturday;Local;1;0.0;50;Broker;1;39.464.419.369.999.900;3.0;Large;2.753.454.985;silver;100.128.951;1
1189;30;F;1.0;84;34029;1;1;Rent;50009;10/19/2016;Wednesday;Local;0;1.0;95;Broker;0;1.721.150.214;7.0;Large;1.076.046.735;gray;2.659.249.334;0
1191;40;F;0.0;88;36874;0;0;Own;15025;9/27/2015;Sunday;Parking Lot;0;0.0;52;Broker;0;2.546.936.561;4.0;Compact;3.341.509.855;other;1.728.891.053;0
1192;41;M;1.0;63;37127;1;1;Own;80025;6/20/2016;Monday;Parking Lot;0;0.0;67;Phone;1;4.574.406.099;4.0;Medium;1.939.021.364;red;1.578.529.516;0
1195;60;F;1.0;88;40948;1;1;Rent;20124;07/05/2015;Sunday;Local;0;1.0;97;Broker;1;1.833.191.236;1.0;Compact;10.556.606.909.999.900;black;2.858.264.732;0
1196;42;M;0.0;69;37370;1;0;Rent;15020;8/19/2016;Friday;Parking Lot;3;1.0;85;Broker;1;3.716.955.085;8.0;Large;23.122.491.680.000.000;blue;7.556.031.184;0
1197;28;F;0.0;69;33325;1;0;Rent;15012;7/21/2015;Tuesday;Local;1;1.0;23;Online;1;4.228.770.431;1.0;Large;34.682.413.960.000.000;gray;4.218.201.498;0
1198;50;M;1.0;74;39119;1;1;Own;15012;08/05/2016;Friday;Local;3;1.0;39;Broker;1;5.349.214.209.000.000;3.0;Medium;1.074.173.328;red;2.309.651.765;0
1201;48;F;1.0;75;38701;1;0;Rent;50044;3/14/2015;Saturday;Parking Lot;0;0.0;52;Broker;0;3.974.211.994;5.0;Large;19.559.489.559.999.900;other;1.350.377.682;0
1204;27;M;0.0;81;32960;0;1;Rent;15057;3/27/2015;Friday;Local;1;0.0;49;Online;0;27.974.589.539.999.900;5.0;Large;1.689.139.315;other;2.579.390.557;1
1208;59;F;1.0;91;40780;1;1;Rent;15005;1/21/2015;Wednesday;Highway;0;0.0;100;Broker;1;4.786.297.732.999.990;4.0;Large;1.274.302.614;blue;2.138.868.497;0
1209;36;F;1.0;48;35850;1;1;Rent;80035;02/12/2015;Thursday;Local;0;1.0;98;Phone;0;3.733.668.724;5.0;Medium;171.827.309;blue;1.238.802.786;0
1210;52;M;0.0;77;39526;1;0;Own;85021;9/15/2016;Thursday;Parking Lot;0;1.0;77;Broker;1;1.198.433.053;7.0;Large;14.026.441.209.999.900;gray;25.332.880.080.000.000;0
